0,0.426993802359272,0,0,0,0,0.5216441186252725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25478986568522266,0,0.661133273531056,0,0,0,0,0.8235440906144597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.45537620111294796,0,0.5259269047079304,0,0,0,0,0.0606567147314927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.1035119100726608,0,0.5427208723455912,0,0,0,0,0.9861514805417816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.18436718857012468,0,0.7950588919687881,0,0,0,0,0.6980974471820723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.6003473211935422,0,0,0,0,0,0,0.6536994185989174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06492879505785287,0,0,0,0,0,0,0.2759901063631106,0,0,0,0,0.8135438973359898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9879384379153684,0,0,0,0,0.6143371693656624,0,0.08830288220554239,0,0,0,0,0.3827610798375144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.16709395562732232,0,0,0,0,0.05585281047710344,0,0.7321691547351972,0,0,0,0,0.742213099866824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5069357346939046,0,0,0,0,0.830355595123827,0,0.699614523037416,0,0,0,0,0.37666269724285617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.15605592085461484,0,0,0,0,0.8308089696957939,0,0.49938369979944597,0,0,0,0,0.06212458130526166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.6319841669341202,0,0,0,0,0.48115273685348325,0,0,0,0,0,0,0.7261738836203314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.5390206246599467,0,0,0,0,0,0,0.5070779928330044,0,0,0,0,0.7886405600005766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.35165883469632664,0,0,0,0,0.20912810461218234,0,0.08274767985251252,0,0,0,0,0.9233702101937009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.09300411916644391,0,0,0,0,0.3785021094194443,0,0.20416134705469646,0,0,0,0,0.40674179375132624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.5616682099703052,0,0,0,0,0.0949756077104168,0,0.9113979509146835,0,0,0,0,0.07727746482227149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.13270237900678938,0,0,0,0,0.041147403904439495,0,0.027427831237906153,0,0,0,0,0.06775571950710235,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.3783783625774333,0,0,0,0,0.22831367296515603,0,0,0,0,0,0,0.9871845228864378,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.7812251764880859,0,0,0,0,0,0,0.45473797031979,0,0,0,0,0.24543013552152815,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.45518044033297356,0,0,0,0,0.22331764121920383,0,0.28435841108722815,0,0,0,0,0.3518297791118362,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6574225287322485,0,0,0,0,0.5583976331357885,0,0.5542979537464933,0,0,0,0,0.6141657227437319,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1285500102349728,0,0,0,0,0.374203667829932,0,0.9294009401362521,0,0,0,0,0.6197259900591913,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524644159212081,0,0,0,0,0.6789474983587206,0,0.8912545787637034,0,0,0,0,0.9974700943644657,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4001283313319063,0,0,0,0,0.8373572910888877,0,0,0,0,0,0,0.4159044775680134,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046060141538399546,0,0,0,0,0,0,0.0053268950312412855,0,0,0,0,0.5047509321766056,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8747681770107405,0,0,0,0,0.6257733611888375,0,0.674571244447753,0,0,0,0,0.5925403010714902,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1605148948612145,0,0,0,0,0.6714062316919337,0,0.21831640554698428,0,0,0,0,0.23142023158157254,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058070674337759365,0,0,0,0,0.2551485722945641,0,0.6093683490769494,0,0,0,0,0.2694385357230945,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9606785186734988,0,0,0,0,0.27706289314593413,0,0.9229639241464894,0,0,0,0,0.794794308609772,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5715293810246478,0,0,0,0,0.06836390691489336,0,0,0,0,0,0,0.2136207058305083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004301743184370488,0,0,0,0,0,0,0.4939087037683332,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6493845353763963,0,0,0,0,0.9868752774652162,0,0.4509170597973994,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7623663910849608,0,0,0,0,0.10811111270921436,0,0.2882777525382898,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17087884536257592,0,0,0,0,0.5577036931617316,0,0.7534173377059314,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6304696839625694,0,0,0,0,0.7643922506538304,0,0.6280871322514716
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8883359937075586,0,0,0,0,0.9289369921862193,0
